# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:29:5A": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:29:5A", "device connection": "/dev/tty.biosignalsplux-Bluetoot", "sampling rate": 100, "resolution": [16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-5-9", "time": "12:19:58.347", "channels": [1, 2], "sensor": ["RESPIRATION", "RESPIRATION"], "label": ["CH1", "CH2"], "column": ["nSeq", "DI", "CH1", "CH2"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["red", ""], "convertedValues": 1}}
# EndOfHeader
0.0	0.0	1.30627	-0.54767	
1.0	0.0	1.28833	-0.55261	
2.0	0.0	1.2843	-0.53613	
3.0	0.0	1.26489	-0.53284	
4.0	0.0	1.25647	-0.51746	
5.0	0.0	1.23486	-0.51672	
6.0	0.0	1.22461	-0.49713	
7.0	0.0	1.2019	-0.50052	
8.0	0.0	1.19055	-0.49072	
9.0	0.0	1.16455	-0.49146	
10.0	0.0	1.15137	-0.48376	
11.0	0.0	1.12646	-0.48761	
12.0	0.0	1.11475	-0.48505	
13.0	0.0	1.09241	-0.48651	
14.0	0.0	1.07739	-0.48239	
15.0	0.0	1.0481	-0.48157	
16.0	0.0	1.02905	-0.47223	
17.0	0.0	0.99829	-0.4736	
18.0	0.0	0.98108	-0.465	
19.0	0.0	0.95618	-0.47076	
20.0	0.0	0.94482	-0.46417	
21.0	0.0	0.92175	-0.46985	
22.0	0.0	0.9093	-0.46234	
23.0	0.0	0.88403	-0.4693	
24.0	0.0	0.86792	-0.45676	
25.0	0.0	0.83954	-0.45996	
26.0	0.0	0.82251	-0.44312	
27.0	0.0	0.79614	-0.43982	
28.0	0.0	0.78149	-0.42609	
29.0	0.0	0.75842	-0.4205	
30.0	0.0	0.74707	-0.40759	
31.0	0.0	0.72656	-0.40942	
32.0	0.0	0.71814	-0.39771	
33.0	0.0	0.69983	-0.4108	
34.0	0.0	0.69379	-0.40906	
35.0	0.0	0.67822	-0.41327	
36.0	0.0	0.67493	-0.4173	
37.0	0.0	0.66138	-0.42554	
38.0	0.0	0.65955	-0.42004	
39.0	0.0	0.64526	-0.42032	
40.0	0.0	0.6427	-0.40498	
41.0	0.0	0.63098	-0.40704	
42.0	0.0	0.63098	-0.39551	
43.0	0.0	0.61908	-0.40182	
44.0	0.0	0.62109	-0.3847	
45.0	0.0	0.6123	-0.39679	
46.0	0.0	0.6156	-0.38434	
47.0	0.0	0.60571	-0.38214	
48.0	0.0	0.60736	-0.37234	
49.0	0.0	0.59436	-0.36438	
50.0	0.0	0.5918	-0.34113	
51.0	0.0	0.57642	-0.3349	
52.0	0.0	0.57092	-0.323	
53.0	0.0	0.55371	-0.31567	
54.0	0.0	0.54785	-0.30762	
55.0	0.0	0.5321	-0.31329	
56.0	0.0	0.52808	-0.30817	
57.0	0.0	0.51233	-0.31494	
58.0	0.0	0.50793	-0.30441	
59.0	0.0	0.49219	-0.30194	
60.0	0.0	0.48615	-0.28052	
61.0	0.0	0.4671	-0.27209	
62.0	0.0	0.45685	-0.25269	
63.0	0.0	0.43359	-0.23126	
64.0	0.0	0.41895	-0.19537	
65.0	0.0	0.39496	-0.16461	
66.0	0.0	0.37885	-0.13916	
67.0	0.0	0.35413	-0.10126	
68.0	0.0	0.34094	-0.07196	
69.0	0.0	0.31824	-0.05054	
70.0	0.0	0.30688	-0.02435	
71.0	0.0	0.2829	-0.00824	
72.0	0.0	0.26697	0.02142	
73.0	0.0	0.2395	0.04065	
74.0	0.0	0.22375	0.06189	
75.0	0.0	0.19922	0.08496	
76.0	0.0	0.18787	0.09485	
77.0	0.0	0.16864	0.10858	
78.0	0.0	0.16296	0.11407	
79.0	0.0	0.14685	0.09833	
80.0	0.0	0.14209	0.09924	
81.0	0.0	0.12305	0.08203	
82.0	0.0	0.11279	0.07489	
83.0	0.0	0.0921	0.06134	
84.0	0.0	0.08203	0.05347	
85.0	0.0	0.06116	0.03241	
86.0	0.0	0.04834	0.01465	
87.0	0.0	0.02032	-0.0033	
88.0	0.0	-0.00055	-0.00934	
89.0	0.0	-0.03003	-0.03076	
90.0	0.0	-0.04871	-0.05475	
