# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:29:5A": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:29:5A", "device connection": "/dev/tty.biosignalsplux-Bluetoot", "sampling rate": 100, "resolution": [16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-5-2", "time": "11:31:27.596", "channels": [1, 2], "sensor": ["RESPIRATION", "RESPIRATION"], "label": ["CH1", "CH2"], "column": ["nSeq", "DI", "CH1", "CH2"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["red", ""], "convertedValues": 1}}
# EndOfHeader
0.0	0.0	1.17371	1.15796	
1.0	0.0	1.16272	1.15356	
2.0	0.0	1.15649	1.14771	
3.0	0.0	1.14551	1.13947	
4.0	0.0	1.13965	1.13049	
5.0	0.0	1.12939	1.12665	
6.0	0.0	1.1239	1.12939	
7.0	0.0	1.11621	1.12079	
8.0	0.0	1.11255	1.11346	
9.0	0.0	1.10596	1.10687	
10.0	0.0	1.10413	1.10669	
11.0	0.0	1.099	1.09991	
12.0	0.0	1.09827	1.09534	
13.0	0.0	1.09277	1.0849	
14.0	0.0	1.09131	1.07959	
15.0	0.0	1.08691	1.06311	
16.0	0.0	1.09241	1.04865	
17.0	0.0	1.09644	1.02209	
18.0	0.0	1.10522	0.99719	
19.0	0.0	1.10925	0.95691	
20.0	0.0	1.11987	0.91653	
21.0	0.0	1.13232	0.86444	
22.0	0.0	1.15356	0.815	
23.0	0.0	1.17407	0.75806	
24.0	0.0	1.19806	0.70276	
25.0	0.0	1.21802	0.64783	
26.0	0.0	1.23962	0.58832	
27.0	0.0	1.25391	0.5354	
28.0	0.0	1.27039	0.47992	
29.0	0.0	1.28101	0.42371	
30.0	0.0	1.29456	0.3782	
31.0	0.0	1.30261	0.32318	
32.0	0.0	1.3147	0.27832	
33.0	0.0	1.32056	0.23694	
34.0	0.0	1.32861	0.19373	
35.0	0.0	1.33044	0.13348	
