# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:29:5A": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:29:5A", "device connection": "/dev/tty.biosignalsplux-Bluetoot", "sampling rate": 100, "resolution": [16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-5-4", "time": "16:7:48.873", "channels": [1, 2], "sensor": ["RESPIRATION", "RESPIRATION"], "label": ["CH1", "CH2"], "column": ["nSeq", "DI", "CH1", "CH2"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["red", ""], "convertedValues": 1}}
# EndOfHeader
0.0	0.0	-0.13147	-0.0076	
1.0	0.0	-0.14062	-0.01062	
2.0	0.0	-0.14209	-0.00238	
3.0	0.0	-0.15125	-0.00568	
4.0	0.0	-0.15381	-0.00568	
5.0	0.0	-0.1637	-0.00018	
6.0	0.0	-0.16626	0.00824	
7.0	0.0	-0.17487	0.00513	
8.0	0.0	-0.17523	0.00494	
9.0	0.0	-0.18256	0.0097	
10.0	0.0	-0.18219	0.01337	
11.0	0.0	-0.18915	0.01337	
12.0	0.0	-0.18732	0.01611	
13.0	0.0	-0.19354	0.0097	
14.0	0.0	-0.19116	0.0249	
15.0	0.0	-0.19574	0.01758	
16.0	0.0	-0.19318	0.03406	
17.0	0.0	-0.19812	0.03333	
18.0	0.0	-0.19409	0.03497	
19.0	0.0	-0.19702	0.02985	
20.0	0.0	-0.19006	0.03809	
21.0	0.0	-0.1908	0.03387	
22.0	0.0	-0.18439	0.04504	
23.0	0.0	-0.18787	0.03424	
24.0	0.0	-0.18274	0.0498	
25.0	0.0	-0.18329	0.039	
26.0	0.0	-0.17633	0.04083	
27.0	0.0	-0.17615	0.04358	
28.0	0.0	-0.16699	0.04999	
29.0	0.0	-0.16663	0.03552	
30.0	0.0	-0.15875	0.04871	
31.0	0.0	-0.15857	0.04504	
32.0	0.0	-0.15015	0.05273	
33.0	0.0	-0.14941	0.04047	
34.0	0.0	-0.13989	0.04715	
35.0	0.0	-0.1377	0.05127	
36.0	0.0	-0.12543	0.05438	
37.0	0.0	-0.11902	0.05438	
38.0	0.0	-0.10254	0.06299	
39.0	0.0	-0.09192	0.05164	
40.0	0.0	-0.07397	0.05859	
41.0	0.0	-0.06317	0.06006	
42.0	0.0	-0.04559	0.06665	
43.0	0.0	-0.03662	0.06226	
44.0	0.0	-0.02051	0.07251	
45.0	0.0	-0.01245	0.06537	
46.0	0.0	0.00293	0.07233	
47.0	0.0	0.01007	0.05713	
48.0	0.0	0.02472	0.06903	
49.0	0.0	0.03058	0.06061	
50.0	0.0	0.04413	0.06317	
51.0	0.0	0.04907	0.05658	
52.0	0.0	0.06207	0.06006	
53.0	0.0	0.06592	0.04852	
54.0	0.0	0.07745	0.05603	
55.0	0.0	0.07983	0.04834	
56.0	0.0	0.08899	0.05273	
57.0	0.0	0.08862	0.03937	
58.0	0.0	0.09668	0.05054	
59.0	0.0	0.09668	0.04266	
60.0	0.0	0.10437	0.04285	
61.0	0.0	0.104	0.04138	
62.0	0.0	0.11169	0.04504	
63.0	0.0	0.11133	0.0304	
64.0	0.0	0.11902	0.03937	
65.0	0.0	0.11829	0.0282	
66.0	0.0	0.12579	0.03094	
67.0	0.0	0.12378	0.02161	
68.0	0.0	0.12891	0.02051	
69.0	0.0	0.12488	0.01538	
70.0	0.0	0.12836	0.01923	
71.0	0.0	0.12195	0.00751	
72.0	0.0	0.12268	0.01355	
73.0	0.0	0.11426	0.00421	
74.0	0.0	0.11353	0.00385	
75.0	0.0	0.10254	-0.00513	
76.0	0.0	0.10052	-0.00018	
77.0	0.0	0.09009	-0.01428	
78.0	0.0	0.08954	-0.00916	
79.0	0.0	0.08038	-0.01501	
80.0	0.0	0.08057	-0.01538	
81.0	0.0	0.07178	-0.02312	
82.0	0.0	0.07123	-0.01923	
83.0	0.0	0.06152	-0.02747	
84.0	0.0	0.06097	-0.03076	
85.0	0.0	0.05219	-0.03516	
86.0	0.0	0.05127	-0.03314	
87.0	0.0	0.04156	-0.04358	
88.0	0.0	0.04211	-0.04065	
89.0	0.0	0.03442	-0.05109	
90.0	0.0	0.03589	-0.04962	
91.0	0.0	0.02966	-0.06189	
92.0	0.0	0.03369	-0.06409	
93.0	0.0	0.02966	-0.07159	
94.0	0.0	0.03625	-0.07343	
95.0	0.0	0.03625	-0.08441	
96.0	0.0	0.04633	-0.08441	
97.0	0.0	0.05164	-0.10016	
98.0	0.0	0.06665	-0.10474	
99.0	0.0	0.07581	-0.12305	
100.0	0.0	0.09521	-0.13202	
101.0	0.0	0.10895	-0.15564	
102.0	0.0	0.1322	-0.16718	
103.0	0.0	0.14832	-0.18768	
104.0	0.0	0.17249	-0.20233	
105.0	0.0	0.18823	-0.22357	
106.0	0.0	0.21387	-0.24005	
107.0	0.0	0.23108	-0.25818	
108.0	0.0	0.25562	-0.27448	
109.0	0.0	0.27283	-0.29929	
110.0	0.0	0.29846	-0.30762	
111.0	0.0	0.31476	-0.32959	
112.0	0.0	0.34003	-0.33691	
113.0	0.0	0.35632	-0.34369	
114.0	0.0	0.37939	-0.35229	
115.0	0.0	0.39478	-0.36804	
116.0	0.0	0.41675	-0.37207	
117.0	0.0	0.43085	-0.37015	
118.0	0.0	0.4541	-0.37408	
119.0	0.0	0.47021	-0.37372	
120.0	0.0	0.49658	-0.3761	
121.0	0.0	0.51581	-0.38434	
122.0	0.0	0.54126	-0.3858	
123.0	0.0	0.55811	-0.38379	
124.0	0.0	0.58502	-0.38708	
125.0	0.0	0.60388	-0.40173	
126.0	0.0	0.62988	-0.40027	
127.0	0.0	0.64966	-0.40869	
128.0	0.0	0.67456	-0.40677	
129.0	0.0	0.69141	-0.40851	
130.0	0.0	0.71484	-0.40714	
131.0	0.0	0.73169	-0.40723	
132.0	0.0	0.75513	-0.40979	
133.0	0.0	0.76978	-0.41968	
134.0	0.0	0.79248	-0.41565	
135.0	0.0	0.8064	-0.42096	
136.0	0.0	0.82764	-0.40668	
137.0	0.0	0.841	-0.40649	
