song_file;songs.thisRepN;songs.thisTrialN;songs.thisN;songs.thisIndex;background.started;background.stopped;cross.started;cross.stopped;eyesclosed1.started;eyesclosed1.stopped;text_20.started;text_20.stopped;wrong_baseline_time;background4.started;background4.stopped;baseline_valence.response;baseline_arousal.response;yes1.keys;yes1.rt;yes1.started;yes1.stopped;text_14.started;text_14.stopped;eyes7.started;eyes7.stopped;crosses7.started;crosses7.stopped;oefenrondebutton2.started;oefenrondebutton2.stopped;secretkeypress.keys;secretkeypress.started;secretkeypress.stopped;oefenrondebutton3.started;oefenrondebutton3.stopped;oefenrondebutton4.started;oefenrondebutton4.stopped;text_15.started;text_15.stopped;ja2.keys;ja2.rt;ja2.started;ja2.stopped;oefenrondebutton5.started;oefenrondebutton5.stopped;background_extra_2.started;background_extra_2.stopped;image.started;image.stopped;text_17.started;text_17.stopped;text_18.started;text_18.stopped;oefenrondebutton6.started;oefenrondebutton6.stopped;crossess.started;crossess.stopped;secretkeypress2.keys;secretkeypress2.started;secretkeypress2.stopped;image_7.started;image_7.stopped;secretkeypress3.keys;secretkeypress3.started;secretkeypress3.stopped;key_resp_4.keys;key_resp_4.rt;key_resp_4.started;key_resp_4.stopped;oefenrondebutton7.started;oefenrondebutton7.stopped;image_8.started;image_8.stopped;text_21.started;text_21.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;peep.started;peep.stopped;text_8.started;text_8.stopped;eyesclosed2.started;eyesclosed2.stopped;crosses2.started;crosses2.stopped;secretkeypress4.keys;secretkeypress4.started;secretkeypress4.stopped;stimulus_scrn_stime;background14.started;background14.stopped;song_start.started;song_start.stopped;image_4.started;image_4.stopped;image_5.started;image_5.stopped;secretkeypress5.keys;secretkeypress5.started;secretkeypress5.stopped;SAM_valence_score.response;secretkeypress9.keys;secretkeypress9.started;secretkeypress9.stopped;SAM_arousal_score.response;secretkeypress8.keys;secretkeypress8.started;secretkeypress8.stopped;ja3.keys;ja3.rt;ja3.started;ja3.stopped;text_19.started;text_19.stopped;reflection_time_start;background_extra.started;background_extra.stopped;text_16.started;text_16.stopped;text_13.started;text_13.stopped;image_9.started;image_9.stopped;key_resp_8.keys;key_resp_8.started;key_resp_8.stopped;secretkeypress7.keys;secretkeypress7.started;secretkeypress7.stopped;participant;session;date;expName;psychopyVersion;frameRate
;;;;;45,02958631;None;115,899486;None;115,899486;None;115,899486;None;1651487366;136,5704278;None;7;4;j;10,5583475;238,3912974;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
;;;;;;;;;;;;;;;;;;;;;;257,1760564;None;257,1760564;None;257,1760564;None;249,0032987;None;None;249,0032987;259,0134697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272,9879229;None;281,5444884;None;287,1916934;None;j;26,67604653;287,1916934;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;287,1916934;None;313,8933946;None;313,8933946;None;313,8933946;None;323,8696364;328,8836655;313,8933946;None;313,8933946;None;None;313,8933946;323,9033939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328,9510293;None;None;328,9510293;336,9544415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;j;12,9913115;338,9100184;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338,9100184;None;351,9285824;None;351,9285824;None;space;20,77644375;351,9285824;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;418,7399921;422,750766;372,7504358;377,7639203;372,7504358;417,7539869;372,7504358;417,7539869;None;372,7504358;412,7579014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
songs/annoyed1.wav;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651487659;428,8505416;None;438,8275402;None;437,9242798;527,9313315;437,9242798;527,9313315;None;428,8505416;508,8636266;7;None;528,7676409;None;7;None;542,0858597;None;j;18,15465921;546,8666703;None;546,8666703;None;1651487795;565,0473734;None;565,0473734;None;600,0238298;610,0340619;565,0473734;None;None;565,0473734;575,0573812;None;610,1011404;620,1110972;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
songs/annoyed1.wav;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651487870;640,1649347;None;650,1411245;None;649,2390579;739,2460435;649,2390579;739,2460435;None;640,1649347;720,1783822;6;None;740,0500494;None;5;None;751,1111568;None;j;5,414765922;761,0042038;None;761,0042038;None;1651487996;766,4520159;None;766,4520159;None;801,4285465;811,4388063;766,4520159;None;None;766,4520159;776,4623996;None;811,4720337;821,4826367;2051140;1;2022_May_02_1227;CNPthesisExperiment;2021.1.4;59,80806159
