song_file;songs.thisRepN;songs.thisTrialN;songs.thisN;songs.thisIndex;background.started;background.stopped;cross.started;cross.stopped;eyesclosed1.started;eyesclosed1.stopped;text_20.started;text_20.stopped;background4.started;background4.stopped;baseline_valence.response;baseline_arousal.response;yes1.keys;yes1.rt;yes1.started;yes1.stopped;text_14.started;text_14.stopped;eyes7.started;eyes7.stopped;crosses7.started;crosses7.stopped;oefenrondebutton2.started;oefenrondebutton2.stopped;secret.keys;secret.started;secret.stopped;oefenrondebutton3.started;oefenrondebutton3.stopped;oefenrondebutton4.started;oefenrondebutton4.stopped;text_15.started;text_15.stopped;ja2.keys;ja2.rt;ja2.started;ja2.stopped;oefenrondebutton5.started;oefenrondebutton5.stopped;background_extra_2.started;background_extra_2.stopped;image.started;image.stopped;text_17.started;text_17.stopped;text_18.started;text_18.stopped;oefenrondebutton6.started;oefenrondebutton6.stopped;crossess.started;crossess.stopped;secretkeypress2.keys;secretkeypress2.started;secretkeypress2.stopped;image_7.started;image_7.stopped;secretkeypress3.keys;secretkeypress3.started;secretkeypress3.stopped;key_resp_4.keys;key_resp_4.rt;key_resp_4.started;key_resp_4.stopped;oefenrondebutton7.started;oefenrondebutton7.stopped;image_8.started;image_8.stopped;text_21.started;text_21.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;baseline_time;peep.started;peep.stopped;text_8.started;text_8.stopped;eyesclosed2.started;eyesclosed2.stopped;crosses2.started;crosses2.stopped;secretkeypress4.keys;secretkeypress4.started;secretkeypress4.stopped;stimulus_scrn_stime;background14.started;background14.stopped;song_start.started;song_start.stopped;image_4.started;image_4.stopped;image_5.started;image_5.stopped;secretkeypress5.keys;secretkeypress5.started;secretkeypress5.stopped;SAM_valence_score.response;secretkeypress9.keys;secretkeypress9.started;secretkeypress9.stopped;SAM_arousal_score.response;secretkeypress8.keys;secretkeypress8.started;secretkeypress8.stopped;ja3.keys;ja3.rt;ja3.started;ja3.stopped;text_19.started;text_19.stopped;reflection_time_start;background_extra.started;background_extra.stopped;text_16.started;text_16.stopped;text_13.started;text_13.stopped;image_9.started;image_9.stopped;key_resp_8.keys;key_resp_8.started;key_resp_8.stopped;secretkeypress7.keys;secretkeypress7.started;secretkeypress7.stopped;participant;session;date;expName;psychopyVersion;frameRate
;;;;;46,98140074;None;66,11698436;None;66,11698436;None;66,11698436;None;90,24345241;None;7;4;j;11,62663424;144,6722485;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
;;;;;;;;;;;;;;;;;;;;;164,5089448;180,3175808;164,5089448;180,3175808;164,5089448;180,3175808;156,337784;None;None;156,337784;166,3463548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180,3507904;None;202,27661;None;207,4586385;None;j;21,53527704;207,4586385;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;207,4586385;None;229,0153844;None;229,0153844;None;229,0153844;None;238,9906887;244,0040743;229,0153844;None;229,0153844;None;None;229,0153844;239,0239944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;244,0547573;None;None;244,0547573;252,0590887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;j;5,381231355;254,0313593;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;254,0313593;None;259,4453826;None;259,4453826;None;space;15,49608692;259,4453826;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651667141;320,9438577;324,9541473;274,9729072;279,9836982;274,9729072;319,9746339;274,9729072;319,9746339;None;274,9729072;314,9777409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
songs/sad1.wav;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651667197;331,05615;None;341,0466558;None;340,1442309;430,1519463;340,1442309;430,1519463;None;331,05615;411,0673834;3;None;431,0043772;None;2;None;446,896564;None;j;21,31456346;456,7923249;None;456,7923249;None;1651667344;478,1309776;None;478,1309776;None;513,1061181;523,1159851;478,1309776;None;None;478,1309776;488,1395682;None;523,149787;533,159929;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
songs/sad2.wav;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651667419;553,2143754;None;563,1901359;None;562,2881822;652,2955237;562,2881822;652,2955237;None;553,2143754;633,2280071;1;None;653,148947;None;5;None;666,0701667;None;j;8,914499772;674,1557988;None;674,1557988;None;1651667549;683,0942134;None;683,0942134;None;718,0701674;728,0806491;683,0942134;None;None;683,0942134;693,1041947;None;728,1139223;738,124094;4041410;1;2022_May_04_1421;CNPthesisExperiment;2021.1.4;59,94808283
