song_file;songs.thisRepN;songs.thisTrialN;songs.thisN;songs.thisIndex;experimentstart_unixtime;background.started;background.stopped;cross.started;cross.stopped;eyesclosed1.started;eyesclosed1.stopped;text_20.started;text_20.stopped;background4.started;background4.stopped;baseline_valence.response;key_resp_13.keys;key_resp_13.started;key_resp_13.stopped;baseline_arousal.response;key_resp_14.keys;key_resp_14.started;key_resp_14.stopped;yes1.keys;yes1.rt;yes1.started;yes1.stopped;text_14.started;text_14.stopped;eyes7.started;eyes7.stopped;crosses7.started;crosses7.stopped;oefenrondebutton2.started;oefenrondebutton2.stopped;secret.keys;secret.started;secret.stopped;oefenrondebutton3.started;oefenrondebutton3.stopped;key_resp_9.keys;key_resp_9.started;key_resp_9.stopped;oefenrondebutton4.started;oefenrondebutton4.stopped;key_resp_10.keys;key_resp_10.started;key_resp_10.stopped;text_15.started;text_15.stopped;ja2.keys;ja2.rt;ja2.started;ja2.stopped;oefenrondebutton5.started;oefenrondebutton5.stopped;background_extra_2.started;background_extra_2.stopped;image.started;image.stopped;text_17.started;text_17.stopped;text_18.started;text_18.stopped;oefenrondebutton6.started;oefenrondebutton6.stopped;crossess.started;crossess.stopped;secretkeypress2.keys;secretkeypress2.started;secretkeypress2.stopped;image_7.started;image_7.stopped;secretkeypress3.keys;secretkeypress3.started;secretkeypress3.stopped;key_resp_4.keys;key_resp_4.rt;key_resp_4.started;key_resp_4.stopped;oefenrondebutton7.started;oefenrondebutton7.stopped;image_8.started;image_8.stopped;text_21.started;text_21.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;baseline_time;peep.started;peep.stopped;text_8.started;text_8.stopped;eyesclosed2.started;eyesclosed2.stopped;crosses2.started;crosses2.stopped;secretkeypress4.keys;secretkeypress4.started;secretkeypress4.stopped;stimulus_scrn_stime;background14.started;background14.stopped;song_start.started;song_start.stopped;image_4.started;image_4.stopped;image_5.started;image_5.stopped;secretkeypress5.keys;secretkeypress5.started;secretkeypress5.stopped;SAM_valence_score.response;secretkeypress9.keys;secretkeypress9.started;secretkeypress9.stopped;SAM_arousal_score.response;secretkeypress8.keys;secretkeypress8.started;secretkeypress8.stopped;ja3.keys;ja3.rt;ja3.started;ja3.stopped;text_19.started;text_19.stopped;reflection_time_start;background_extra.started;background_extra.stopped;text_16.started;text_16.stopped;text_13.started;text_13.stopped;image_9.started;image_9.stopped;key_resp_8.keys;key_resp_8.started;key_resp_8.stopped;secretkeypress7.keys;secretkeypress7.started;secretkeypress7.stopped;participant;session;date;expName;psychopyVersion;frameRate
;;;;;1652445106;38,80666491;None;61,8350865;None;61,8350865;None;61,8350865;None;96,07653155;None;8;None;141,4639357;161,4673124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;7;None;164,9108376;174,9204352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;j;15,41047593;186,3844344;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;;;;;210,0303329;None;210,0303329;None;210,0303329;None;201,8588736;None;None;201,8588736;211,8697713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225,856553;None;None;225,856553;235,8660231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;239,1583567;None;None;239,1583567;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;245,4265643;None;j;21,56065744;245,4265643;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;245,4265643;None;267,016992;None;267,016992;None;267,016992;None;276,9923398;282,0058372;267,016992;None;267,016992;None;None;267,016992;277,0262929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282,0735613;None;None;282,0735613;290,0782135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;j;7,223115318;292,0166198;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;292,0166198;None;299,2694944;None;299,2694944;None;space;25,66877409;299,2694944;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1652445393;370,9609491;374,9708723;324,9877374;330,0005436;324,9877374;369,9920395;324,9877374;369,9920395;None;324,9877374;364,9944923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
songs/sad1.wav;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1652445449;381,0910752;None;391,0807502;None;390,1786264;480,1854341;390,1786264;480,1854341;None;381,0910752;461,1015957;3;None;480,9928626;None;6;None;501,6429234;None;j;20,80662392;511,2210434;None;511,2210434;None;1652445600;532,0584339;None;532,0584339;None;567,0339316;577,0440215;532,0584339;None;None;532,0584339;542,0675231;None;577,0966406;587,1052503;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
songs/sad2.wav;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1652445675;607,1601542;None;617,1516069;None;616,2489966;706,2562854;616,2489966;706,2562854;None;607,1601542;687,1713079;4;None;707,0774058;None;5;None;714,480347;None;j;18,71475056;718,8083012;None;718,8083012;None;1652445805;737,5561343;None;737,5561343;None;772,5326448;782,5427495;737,5561343;None;None;737,5561343;747,5662491;None;782,5766146;792,586801;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
songs/happy1.wav;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1652445880;812,6732751;None;822,650494;None;821,764303;911,7714536;821,764303;911,7714536;None;812,6732751;892,6871437;7;None;912,5746406;None;6;None;922,8730155;None;j;7,769469144;927,6482416;None;927,6482416;None;1652446003;935,4362499;None;935,4362499;None;970,4112998;980,4215504;935,4362499;None;None;935,4362499;945,4443567;None;980,4753706;990,4816234;13051420;1;2022_May_13_1431;CNPthesisExperiment;2021.1.4;59,96753248
