song_file;songs.thisRepN;songs.thisTrialN;songs.thisN;songs.thisIndex;background.started;background.stopped;cross.started;cross.stopped;eyesclosed1.started;eyesclosed1.stopped;text_20.started;text_20.stopped;wrong_baseline_time;background4.started;background4.stopped;baseline_valence.response;baseline_arousal.response;yes1.keys;yes1.rt;yes1.started;yes1.stopped;text_14.started;text_14.stopped;eyes7.started;eyes7.stopped;crosses7.started;crosses7.stopped;oefenrondebutton2.started;oefenrondebutton2.stopped;secretkeypress.keys;secretkeypress.started;secretkeypress.stopped;oefenrondebutton3.started;oefenrondebutton3.stopped;oefenrondebutton4.started;oefenrondebutton4.stopped;text_15.started;text_15.stopped;ja2.keys;ja2.rt;ja2.started;ja2.stopped;oefenrondebutton5.started;oefenrondebutton5.stopped;background_extra_2.started;background_extra_2.stopped;image.started;image.stopped;text_17.started;text_17.stopped;text_18.started;text_18.stopped;oefenrondebutton6.started;oefenrondebutton6.stopped;crossess.started;crossess.stopped;secretkeypress2.keys;secretkeypress2.started;secretkeypress2.stopped;image_7.started;image_7.stopped;secretkeypress3.keys;secretkeypress3.started;secretkeypress3.stopped;key_resp_4.keys;key_resp_4.rt;key_resp_4.started;key_resp_4.stopped;oefenrondebutton7.started;oefenrondebutton7.stopped;image_8.started;image_8.stopped;text_21.started;text_21.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;peep.started;peep.stopped;text_8.started;text_8.stopped;eyesclosed2.started;eyesclosed2.stopped;crosses2.started;crosses2.stopped;secretkeypress4.keys;secretkeypress4.started;secretkeypress4.stopped;stimulus_scrn_stime;background14.started;background14.stopped;song_start.started;song_start.stopped;image_4.started;image_4.stopped;image_5.started;image_5.stopped;secretkeypress5.keys;secretkeypress5.started;secretkeypress5.stopped;SAM_valence_score.response;secretkeypress9.keys;secretkeypress9.started;secretkeypress9.stopped;SAM_arousal_score.response;secretkeypress8.keys;secretkeypress8.started;secretkeypress8.stopped;ja3.keys;ja3.rt;ja3.started;ja3.stopped;text_19.started;text_19.stopped;reflection_time_start;background_extra.started;background_extra.stopped;text_16.started;text_16.stopped;text_13.started;text_13.stopped;image_9.started;image_9.stopped;key_resp_8.keys;key_resp_8.started;key_resp_8.stopped;secretkeypress7.keys;secretkeypress7.started;secretkeypress7.stopped;participant;session;date;expName;psychopyVersion;frameRate
;;;;;37,10317023;None;71,61376685;None;71,61376685;None;71,61376685;None;1651496456;93,45232236;None;8;6;j;12,26320902;213,3219977;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
;;;;;;;;;;;;;;;;;;;;;;233,8095533;None;233,8095533;None;233,8095533;None;225,621379;None;None;225,621379;235,6308813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;249,6221423;None;260,3009912;None;264,3430019;None;j;19,4963493;264,3430019;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;264,3430019;None;283,8603484;None;283,8603484;None;283,8603484;None;293,8364279;298,8499654;283,8603484;None;283,8603484;None;None;283,8603484;293,8702641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;298,9009796;None;None;298,9009796;306,9056007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;j;12,19101171;308,8609341;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,8609341;None;321,0762161;None;321,0762161;None;space;17,26826721;321,0762161;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;384,3612864;388,3720802;338,3893058;343,4023463;338,3893058;383,3924927;338,3893058;383,3924927;None;338,3893058;378,396691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
songs/happy1.wav;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651496757;394,5058363;None;404,4823481;None;403,5802179;493,5867057;403,5802179;493,5867057;None;394,5058363;474,5198443;9;None;494,4057018;None;8;None;501,7927673;None;j;19,67286533;509,8818942;None;509,8818942;None;1651496892;529,5839953;None;529,5839953;None;564,5595306;574,5697183;529,5839953;None;None;529,5839953;539,5928881;None;574,6033105;584,6133471;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
songs/happy2.wav;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651496967;604,6857185;None;614,6778242;None;613,7745326;703,7815751;613,7745326;703,7815751;None;604,6857185;684,6975534;9;None;704,6030676;None;7;None;711,5042903;None;j;12,05671897;716,3652125;None;716,3652125;None;1651497091;728,4472936;None;728,4472936;None;763,4239128;773,4341454;728,4472936;None;None;728,4472936;738,4571518;None;773,4853131;783,4942694;2051300;1;2022_May_02_1459;CNPthesisExperiment;2021.1.4;59,86171893
