song_file;songs.thisRepN;songs.thisTrialN;songs.thisN;songs.thisIndex;background.started;background.stopped;cross.started;cross.stopped;eyesclosed1.started;eyesclosed1.stopped;text_20.started;text_20.stopped;wrong_baseline_time;background4.started;background4.stopped;baseline_valence.response;baseline_arousal.response;yes1.keys;yes1.rt;yes1.started;yes1.stopped;text_14.started;text_14.stopped;eyes7.started;eyes7.stopped;crosses7.started;crosses7.stopped;oefenrondebutton2.started;oefenrondebutton2.stopped;secretkeypress.keys;secretkeypress.started;secretkeypress.stopped;oefenrondebutton3.started;oefenrondebutton3.stopped;oefenrondebutton4.started;oefenrondebutton4.stopped;text_15.started;text_15.stopped;ja2.keys;ja2.rt;ja2.started;ja2.stopped;oefenrondebutton5.started;oefenrondebutton5.stopped;background_extra_2.started;background_extra_2.stopped;image.started;image.stopped;text_17.started;text_17.stopped;text_18.started;text_18.stopped;oefenrondebutton6.started;oefenrondebutton6.stopped;crossess.started;crossess.stopped;secretkeypress2.keys;secretkeypress2.started;secretkeypress2.stopped;image_7.started;image_7.stopped;secretkeypress3.keys;secretkeypress3.started;secretkeypress3.stopped;key_resp_4.keys;key_resp_4.rt;key_resp_4.started;key_resp_4.stopped;oefenrondebutton7.started;oefenrondebutton7.stopped;image_8.started;image_8.stopped;text_21.started;text_21.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;peep.started;peep.stopped;text_8.started;text_8.stopped;eyesclosed2.started;eyesclosed2.stopped;crosses2.started;crosses2.stopped;secretkeypress4.keys;secretkeypress4.started;secretkeypress4.stopped;stimulus_scrn_stime;background14.started;background14.stopped;song_start.started;song_start.stopped;image_4.started;image_4.stopped;image_5.started;image_5.stopped;secretkeypress5.keys;secretkeypress5.started;secretkeypress5.stopped;SAM_valence_score.response;secretkeypress9.keys;secretkeypress9.started;secretkeypress9.stopped;SAM_arousal_score.response;secretkeypress8.keys;secretkeypress8.started;secretkeypress8.stopped;ja3.keys;ja3.rt;ja3.started;ja3.stopped;text_19.started;text_19.stopped;reflection_time_start;background_extra.started;background_extra.stopped;text_16.started;text_16.stopped;text_13.started;text_13.stopped;image_9.started;image_9.stopped;key_resp_8.keys;key_resp_8.started;key_resp_8.stopped;secretkeypress7.keys;secretkeypress7.started;secretkeypress7.stopped;participant;session;date;expName;psychopyVersion;frameRate
;;;;;30,53664724;None;61,6376272;None;61,6376272;None;61,6376272;None;1651490703;80,01493082;None;6;5;j;22,97952309;189,5899016;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
;;;;;;;;;;;;;;;;;;;;;;220,8073835;None;220,8073835;None;220,8073835;None;212,6190331;None;None;212,6190331;222,6291936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;236,6200945;None;259,6281102;None;269,4216919;None;j;38,52271969;269,4216919;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;269,4216919;None;307,9746641;None;307,9746641;None;307,9746641;None;317,9497747;322,9632739;307,9746641;None;307,9746641;None;None;307,9746641;317,9837002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,0139473;None;None;323,0139473;331,0180404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;j;30,90099825;332,9904134;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;332,9904134;None;363,9226605;None;363,9226605;None;space;21,18605829;363,9226605;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;431,1193329;435,1296156;385,1459471;390,1597711;385,1459471;430,1495448;385,1459471;430,1495448;None;385,1459471;425,1539133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
songs/happy1.wav;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651491065;441,2461262;None;451,2236735;None;450,3208135;540,3275817;450,3208135;540,3275817;None;441,2461262;521,2594263;7;None;541,146078;None;5;None;575,3879923;585,3973103;j;112,7893228;592,8693822;None;592,8693822;None;1651491329;705,6872326;None;705,6872326;None;740,6628576;750,6732154;705,6872326;None;None;705,6872326;715,6954655;None;750,7060483;760,7155699;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
songs/happy2.wav;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651491404;780,8033467;None;790,779793;None;789,8777629;879,8840468;789,8777629;879,8840468;None;780,8033467;860,8171218;7;None;880,7052458;None;7;None;912,5574982;None;j;21,72461423;919,3065681;None;919,3065681;None;1651491564;941,0645251;None;941,0645251;None;976,041145;986,0508595;941,0645251;None;None;941,0645251;951,0740659;None;986,0848477;996,0945559;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
songs/sad1.wav;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651491639;1016,166551;None;1026,141746;None;1025,25691;1115,263705;1025,25691;1115,263705;None;1016,166551;1096,179638;4;None;1116,084961;None;6;None;1161,45663;1171,464182;j;10,91924622;1173,351159;None;1173,351159;None;1651491808;1184,297579;None;1184,297579;None;1219,2738;1229,283883;1184,297579;None;None;1184,297579;1194,307058;None;1229,350585;1239,360608;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
songs/sad2.wav;0;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651491883;1259,398059;None;1269,374496;None;1268,472462;1358,479299;1268,472462;1358,479299;None;1259,398059;1339,41232;4;None;1359,317457;None;6;None;1372,252181;1382,258946;j;8,599214397;1385,016876;None;1385,016876;None;1651492017;1393,640463;None;1393,640463;None;1428,61623;1438,626062;1393,640463;None;None;1393,640463;1403,649918;None;1438,660682;1448,669936;2051300;1;2022_May_02_1324;CNPthesisExperiment;2021.1.4;59,91707669
