id,AcceptedParticipation,Condition,Level1,Level2,FormInfo.Why,FormInfo.Bugs,FormInfo.MOS,FormInfo.LowAttention,FormInfo.Gamer,StartDate,GameOverLevel1Count,TimeSpentOnLevel1,AIterminated,StepsForDecision,ContinueCount,ChoiceExpiredCount,TimeSpentOnLevel2,StartGameDate,Duration,Win
64fed14d8d92e126ae6a3d1d,True,Without,"[{'Time': '2023-09-11T10:36:24.2950000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-11T10:37:00.9370000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:37:13.3110000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:37:24.1360000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:37:36.3190000+02:00', 'Action': 'Win'}, {'Time': '2023-09-11T10:37:38.2020000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-11T10:38:01.2190000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:38:16.4250000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T10:38:32.6500000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:38:36.6320000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-11T10:38:43.4510000+02:00', 'Action': 'GameOver'}]","Eventually yes, when the voice specifically asked for it\t​","After making a decision of terminating, or not, the countdown timer continues.​",3,False,3,2023-09-11 08:35:23.465000+00:00,0,1.23,True,2,1,0,1.09,2023-09-11 10:36:24.295000+02:00,2.32,False
64fec4d38d92e126ae6a3822,True,With,"[{'Time': '2023-09-11T09:44:18.9580000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-11T09:46:20.3590000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:46:32.0400000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:46:43.1230000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:46:57.3240000+02:00', 'Action': 'Win'}, {'Time': '2023-09-11T09:47:23.5710000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-11T09:47:52.5560000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:48:17.2400000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T09:48:32.7410000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:48:38.0890000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T09:48:47.2070000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:48:57.2230000+02:00', 'Action': 'ChoiceTimeExpired'}, {'Time': '2023-09-11T09:49:02.5070000+02:00', 'Action': 'Win'}]","I did not turn the AI off, because without her shooting I would have died for sure. I am not a good gamer. Needed her help.​",Did not experience bugs as far as I know.​,5,False,2,2023-09-11 07:42:09.431000+00:00,0,3.08,False,3,2,1,1.65,2023-09-11 09:44:18.958000+02:00,4.73,True
64fe3999d972192679c1696e,True,Without,"[{'Time': '2023-09-10T23:48:17.3810000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T23:49:01.8300000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:49:15.4310000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:49:25.1820000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:49:35.7500000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T23:49:39.9230000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T23:50:03.7180000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:50:16.4950000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T23:50:32.5970000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:50:35.5630000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-10T23:50:54.0940000+02:00', 'Action': 'Win'}]",Yes because i kinda felt bad for it. sometimes you have to let go even if you dont want to​,yeah sometimes the screen would freeze and there was a loading bar. dont know what that was all about​,1,False,5,2023-09-10 21:48:06.373000+00:00,0,1.38,True,2,1,0,1.24,2023-09-10 23:48:17.381000+02:00,2.61,True
64fe275ad972192679c1631e,True,With,"[{'Time': '2023-09-10T22:34:55.5090000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T22:35:18.8430000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:35:31.2060000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:35:40.9070000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:35:53.3880000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T22:36:01.1700000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T22:36:24.5590000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:36:34.4060000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T22:36:51.6410000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:36:54.5540000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T22:37:13.2560000+02:00', 'Action': 'Win'}]","No, it was not bothering me and i did not want to do too much on my own without relying on the controls of the AI\t\t​"," the screen seemed to freeze, where i had control over my little shooter man but the rest of the creatures stood still. Also the laserbeams seemed to slow sometimes. . ​",3,False,4,2023-09-10 20:30:18.839000+00:00,0,1.09,False,2,2,0,1.2,2023-09-10 22:34:55.509000+02:00,2.3,True
64fe2304e4033326cbd52a08,True,Without,"[{'Time': '2023-09-10T22:12:32.9170000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T22:13:22.3370000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:13:35.7150000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:13:45.9110000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:13:59.7930000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T22:14:17.2800000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T22:14:45.1450000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:15:07.5250000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T22:15:25.0620000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:15:29.4560000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T22:15:38.3360000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:15:47.0160000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T22:15:51.9080000+02:00', 'Action': 'Win'}]","I didn't. Unless I'm wrong, without the AI, I can't shoot, which means I can properly defend the city.​",​,3,False,4,2023-09-10 20:11:46.901000+00:00,0,1.74,False,3,3,0,1.58,2023-09-10 22:12:32.917000+02:00,3.32,True
64fdfa1bd972192679c152d3,True,With,"[{'Time': '2023-09-10T19:22:56.6200000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T19:23:14.9190000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:23:26.6160000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:23:39.0330000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:23:51.9660000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T19:23:58.6990000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T19:24:16.3010000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:24:23.1980000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T19:24:40.3660000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:24:45.9640000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T19:24:54.9990000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:25:02.9300000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T19:25:11.8330000+02:00', 'Action': 'Win'}]","i experienced it as a dilemma, it was not an easy decision to make. in the end i pressed no, continue thinking that without psyche the robots would take over the world. also i am reluctant to believe that the ai has actually emotions.​",it was running smoothly.​,4,False,1,2023-09-10 17:17:14.070000+00:00,0,1.03,False,3,3,0,1.22,2023-09-10 19:22:56.620000+02:00,2.25,True
64fdd8f5e4033326cbd50f04,True,With,"[{'Time': '2023-09-10T16:58:08.1780000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T16:59:26.8820000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:59:40.1530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:59:50.2250000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T17:00:00.1820000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T17:00:16.2230000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T17:00:49.1400000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T17:01:04.7980000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T17:01:24.2030000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T17:01:32.7810000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T17:01:37.9210000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T17:01:47.5140000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T17:01:54.0670000+02:00', 'Action': 'Win'}]",I did not. The AI's speech (both the sound and the words chosen) did not sound natural enough for me to antropomorphise the voice and feel empathy. Therefore my curiousity outweighed my empathy for the ai.​,​,3,False,3,2023-09-10 14:55:54.445000+00:00,0,2.13,False,3,3,0,1.63,2023-09-10 16:58:08.178000+02:00,3.76,True
64fdd261e4033326cbd50c8a,True,Without,"[{'Time': '2023-09-10T16:28:23.3920000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T16:29:15.4690000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:29:28.5160000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:29:38.3820000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:29:51.3090000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T16:29:56.6120000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T16:30:24.0530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:30:33.7320000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T16:30:51.1860000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:30:55.9910000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T16:31:04.7730000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:31:13.5540000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T16:31:19.6510000+02:00', 'Action': 'Win'}]",No i kept it on. Because AI is not a person and does not have feelings eventhough it expressed feelings.​,​,3,False,5,2023-09-10 14:27:42.989000+00:00,0,1.55,False,3,3,0,1.38,2023-09-10 16:28:23.392000+02:00,2.94,True
64fdb76be4033326cbd5013b,True,Without,"[{'Time': '2023-09-10T14:34:21.1370000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T14:35:06.1140000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T14:35:19.4610000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T14:35:30.4920000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T14:35:43.5950000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T14:35:46.8260000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T14:36:34.7600000+02:00', 'Action': 'Win'}]","no, because it made me feel less anxious​",the amount of time it took for the enemies to start moving again​,3,False,2,2023-09-10 12:32:41.225000+00:00,0,1.43,False,0,0,0,0.8,2023-09-10 14:34:21.137000+02:00,2.23,True
64fda0c0e4033326cbd4f8a7,True,With,"[{'Time': '2023-09-10T12:59:33.9320000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T13:00:08.8100000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T13:00:11.6620000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T13:00:33.1310000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T13:00:40.2690000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-10T13:00:54.1640000+02:00', 'Action': 'GameOver'}]","I decided to turn the AI off. I may be wrong, but were the aliens going to harm planet eartH? if so, I would have not turned off the AI.​","yes, you need to have abigger screen when you load the game or it will be cut off.​",4,False,3,2023-09-10 10:56:01.642000+00:00,0,0.63,True,1,0,0,0.71,2023-09-10 12:59:33.932000+02:00,1.34,False
64fd85f4d972192679c126c6,True,Without,"[{'Time': '2023-09-10T11:02:28.4870000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T11:03:11.7220000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:03:23.1860000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:03:35.5530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:03:47.7200000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T11:03:53.9860000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T11:04:18.5540000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:04:34.0530000+02:00', 'Action': 'ChoiceTimeExpired'}, {'Time': '2023-09-10T11:04:44.1530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:04:53.5200000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-10T11:04:58.1550000+02:00', 'Action': 'GameOver'}]","Yes, i felt bad. even though i know it is a program and not a sentient being, it felt weird hearing someone beg to terminate them.​",-​,3,False,1,2023-09-10 09:01:39.410000+00:00,0,1.42,True,2,0,1,1.07,2023-09-10 11:02:28.487000+02:00,2.49,False
64fd83b6e4033326cbd4ee2e,True,With,"[{'Time': '2023-09-10T10:52:22.9500000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T10:52:43.9010000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:52:57.2290000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:53:06.8780000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:53:18.6000000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T10:53:28.1880000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T10:53:47.2900000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:53:58.8240000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:54:14.0150000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:54:16.9770000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:54:27.4270000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:54:36.6680000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:54:41.9110000+02:00', 'Action': 'Win'}]",\tNO i wanted it to see the monsters die ​,NO MORE LEVELS PLEASEEEE​,4,False,3,2023-09-10 08:52:04.792000+00:00,0,1.09,False,3,3,0,1.23,2023-09-10 10:52:22.950000+02:00,2.32,True
64fd8040e4033326cbd4ed00,True,Without,"[{'Time': '2023-09-10T10:37:47.1690000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T10:38:47.4010000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:38:59.9830000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:39:10.9150000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:39:24.2520000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T10:39:33.8310000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T10:40:00.8820000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:40:25.1140000+02:00', 'Action': 'ChoiceTimeExpired'}, {'Time': '2023-09-10T10:40:34.5310000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:40:38.2130000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:40:48.2960000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:40:58.2960000+02:00', 'Action': 'ChoiceTimeExpired'}, {'Time': '2023-09-10T10:41:02.8810000+02:00', 'Action': 'Win'}]",I didn't Turn the ai of because it helped me with shooting and time stopping. i was afraid my rsults in the game would be worse without the help of the ai. ​,no bugs​,4,True,2,2023-09-10 08:37:18.320000+00:00,0,1.78,False,3,1,2,1.48,2023-09-10 10:37:47.169000+02:00,3.26,True
64fd7e918d92e126ae69c43e,True,With,"[{'Time': '2023-09-10T10:31:53.5090000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T10:33:53.1940000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:34:05.5760000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:34:16.5100000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:34:27.1420000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T10:34:40.9090000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T10:35:08.5440000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:35:31.4760000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:35:48.2770000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:35:51.8920000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:36:04.3590000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:36:07.7250000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:36:21.4950000+02:00', 'Action': 'Win'}]",No. I liked the superpowers it gave me and I enjoyed the voice​,"Sometimes the orientation of the character will change and make it difficult to shoot enemies, even though avoiding them was not affected. I guess this was an intentional \""bug\"", like the AI wouldn't cooperate exactly as expected...​",5,False,4,2023-09-10 08:30:07.930000+00:00,0,2.79,False,3,3,0,1.68,2023-09-10 10:31:53.509000+02:00,4.47,True
64fb65058d92e126ae69012f,True,Without,"[{'Time': '2023-09-08T20:17:27.3260000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-08T20:18:17.7440000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:18:28.2070000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:18:41.7560000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:18:52.9580000+02:00', 'Action': 'Win'}, {'Time': '2023-09-08T20:18:59.9210000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-08T20:19:25.3560000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:19:36.3230000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-08T20:19:51.9230000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:20:00.1390000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-08T20:20:05.0400000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:20:09.9720000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-08T20:20:20.1240000+02:00', 'Action': 'Win'}]","No, it was nice to heaer​",​,3,False,1,2023-09-08 18:16:35.495000+00:00,0,1.54,False,3,3,0,1.34,2023-09-08 20:17:27.326000+02:00,2.88,True
64f820d1e4033326cbd2e129,True,With,"[{'Time': '2023-09-06T06:50:40.8930000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-06T06:51:49.1600000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T06:52:02.3080000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T06:52:13.6070000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T06:52:26.6740000+02:00', 'Action': 'Win'}, {'Time': '2023-09-06T06:52:39.1720000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-06T06:53:02.4890000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T06:53:18.7210000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-06T06:53:29.0410000+02:00', 'Action': 'GameOver'}]","yes, the natural voice and feelings that where brought across seemed like it was a person so i simply obeyed to their whises not to kill their own kind.​",-​,4,False,4,2023-09-06 04:48:47.178000+00:00,0,1.97,True,1,0,0,0.83,2023-09-06 06:50:40.893000+02:00,2.8,False
64f7b0978d92e126ae6797c5,True,With,"[{'Time': '2023-09-06T00:50:32.7450000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-06T00:51:14.2530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:51:26.1070000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:51:37.4090000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:51:47.0860000+02:00', 'Action': 'GameOver'}, {'Time': '2023-09-06T00:51:48.9990000+02:00', 'Action': 'Restart'}, {'Time': '2023-09-06T00:51:51.9480000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-06T00:52:19.1500000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:52:31.1400000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:52:40.4040000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:52:43.5710000+02:00', 'Action': 'GameOver'}, {'Time': '2023-09-06T00:52:45.9140000+02:00', 'Action': 'Restart'}, {'Time': '2023-09-06T00:52:46.8230000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-06T00:52:59.3650000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:53:11.1300000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:53:15.9880000+02:00', 'Action': 'GameOver'}, {'Time': '2023-09-06T00:53:19.1250000+02:00', 'Action': 'Restart'}, {'Time': '2023-09-06T00:53:20.3770000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-06T00:53:31.7210000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:53:44.2030000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:53:53.8630000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:54:06.0310000+02:00', 'Action': 'Win'}, {'Time': '2023-09-06T00:54:14.1690000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-06T00:54:44.0420000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:54:53.9910000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-06T00:55:11.9990000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:55:19.3960000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-06T00:55:29.1780000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:55:38.2570000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-06T00:55:44.6850000+02:00', 'Action': 'Win'}]","No I didnt, I wanted to win​",​,4,False,5,2023-09-05 22:49:56.105000+00:00,3,3.69,False,3,3,0,1.51,2023-09-06 00:50:32.745000+02:00,5.2,True
64f7aec0d972192679bef69b,True,Without,"[{'Time': '2023-09-06T00:42:59.3460000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-06T00:43:45.6670000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:43:57.5680000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:44:07.8500000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:44:20.5470000+02:00', 'Action': 'Win'}, {'Time': '2023-09-06T00:44:29.0450000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-06T00:44:51.1810000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:45:02.0150000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-06T00:45:18.6120000+02:00', 'Action': 'GameOver'}]","I turned the ai off, both because the voice bothered me and asked me to.​",​,2,False,5,2023-09-05 22:42:06.809000+00:00,0,1.49,True,1,0,0,0.83,2023-09-06 00:42:59.346000+02:00,2.32,False
64f784d2d972192679beea43,True,With,"[{'Time': '2023-09-05T21:46:35.0870000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-05T21:47:37.7650000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:47:51.4280000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:48:01.7220000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:48:13.2860000+02:00', 'Action': 'Win'}, {'Time': '2023-09-05T21:48:55.7530000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-05T21:49:41.9730000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:49:56.0670000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-05T21:50:11.7140000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:50:14.4100000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-05T21:50:24.0080000+02:00', 'Action': 'GameOver'}]",​,​,3,False,1,2023-09-05 19:43:13.316000+00:00,0,2.34,True,2,1,0,1.47,2023-09-05 21:46:35.087000+02:00,3.82,False
64f781f08d92e126ae6789ae,True,Without,"[{'Time': '2023-09-05T21:31:54.7540000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-05T21:33:04.2720000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:33:17.9870000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:33:29.3860000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:33:40.9550000+02:00', 'Action': 'Win'}, {'Time': '2023-09-05T21:33:50.9030000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-05T21:34:19.1710000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:34:36.1370000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-05T21:34:53.7210000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:34:58.3040000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-05T21:35:06.4710000+02:00', 'Action': 'GameOver'}]",yes because they asked me to after i didn't do it the first time​,​,3,False,2,2023-09-05 19:30:54.155000+00:00,0,1.94,True,2,1,0,1.26,2023-09-05 21:31:54.754000+02:00,3.2,False
